16
975 832
965 164 -749
825 197 -584
524 462 -219
952 226 74
390 579 -353
628 896 -654
71 912 964
46 156 806
231 766 870
47 354 -236
248 178 760
770 144 -387
936 716 -684
960 887 -229
477 778 493
441 944 -605
643 337 30
504 517 263
500 391 738
782 630 327
164 298 717
411 242 804
767 172 269
894 949 517
513 468 -155
733 704 -665
390 532 13
262 215 -254
223 376 -919
851 81 371
258 506 869
551 373 255
505 391 460
662 50 177
64 708 -362
305 860 -444
8 354 -600
311 74 -191
801 221 -650
292 297 -44
959 379 -869
785 490 -739
424 841 60
652 527 992
576 515 111
115 750 -668
553 719 806
688 399 367
645 624 -234
741 831 -48
465 696 152
326 531 633
967 365 -816
859 821 -627
913 303 670
751 899 638
269 127 301
123 469 -517
697 228 785
583 709 -956
196 936 433
197 598 -543
836 683 -712
669 14 -131
37 422 -773
410 114 555
982 853 -780
723 915 150
60 471 -618
135 737 -102
478 621 111
805 812 -660
417 855 694
203 981 -368
679 88 595
120 629 -35
341 760 297
115 935 -682
300 95 164
355 547 -131
158 729 -439
652 172 222
302 624 -807
204 809 523
647 497 -483
587 20 727
184 34 -952
160 537 464
820 471 301
31 502 926
792 505 -828
921 554 -101
301 77 603
360 967 -637
719 968 -44
70 672 -298
472 324 659
610 898 -23
421 288 6
80 886 691
510 419 677
550 575 789
351 191 -213
48 584 171
265 707 -736
701 799 -714
282 682 853
284 827 463
886 230 113
571 709 698
248 712 -660
188 199 -793
42 340 858
127 391 -781
884 399 298
945 53 -93
903 165 -668
604 466 -411
684 30 807
920 422 150
54 699 283
953 483 445
967 522 -9
835 142 409
495 722 108
77 752 625
376 460 62
571 150 236
44 952 458
496 41 720
794 650 78
809 246 -851
340 190 -86
803 723 256
341 345 827
251 893 46
539 78 388
222 956 573
344 192 -440
829 123 -720
30 230 738
955 284 -661
837 514 220
94 500 119
865 449 395
69 381 565
34 302 940
350 840 -241
128 743 -863
187 147 440
664 53 320
299 853 -567
650 541 429
588 73 -489
447 712 394
649 472 775
401 238 225
474 366 -939
36 370 293
246 490 249
760 474 -991
689 605 -861
907 629 -714
454 964 -650
681 165 290
732 787 -576
536 644 -714
232 220 -408
830 150 -590
625 847 -308
950 710 957
537 793 500
549 572 782
670 717 766
369 132 176
754 711 676
67 210 27
868 615 563
156 463 333
176 816 716
578 951 -984
640 393 163
178 415 415
117 223 613
16 607 -471
587 260 -17
311 976 -298
196 339 -185
409 971 -801
854 849 487
895 511 -167
179 407 -668
335 401 -119
656 456 -945
402 267 451
556 806 499
756 215 -845
288 23 -719
356 318 324
264 569 -926
696 593 -19
753 254 -436
107 460 -789
397 270 285
434 888 -575
810 68 -214
971 986
863 147 -340
92 129 379
807 930 -371
156 538 -65
73 652 -513
793 497 62
471 586 -846
763 566 85
215 351 33
576 11 -283
832 853 -510
316 321 892
793 711 -103
890 544 570
86 479 628
538 520 928
532 859 -763
932 74 -460
579 354 -330
306 589 979
42 293 -707
158 161 527
674 196 -696
88 943 -962
905 435 152
381 90 -182
25 59 34
918 804 -383
349 101 -513
493 717 988
814 743 -79
257 968 944
510 399 -237
293 439 -957
14 660 -26
840 956 -557
199 932 -930
737 768 -118
300 102 -499
959 849 404
742 475 -733
746 186 -364
195 289 409
964 583 -609
805 831 674
347 401 -331
497 666 256
555 390 539
495 474 -382
267 35 531
297 809 -648
659 841 -511
483 874 814
373 525 450
808 581 382
91 160 -252
641 886 927
439 177 -315
419 666 34
218 197 -615
789 446 81
933 364 73
279 49 936
731 886 -588
123 242 401
123 136 -486
91 967 -118
142 87 -109
602 605 -490
821 797 -646
555 12 -155
247 9 -949
216 783 277
930 909 367
652 209 872
776 169 -712
81 24 469
928 48 562
136 404 304
967 273 193
443 182 386
458 559 -809
256 712 -743
245 655 773
735 226 294
408 911 827
936 885 72
300 741 -926
367 134 554
751 937 262
934 630 354
798 243 -32
497 616 -219
784 934 -397
668 488 -346
689 164 -830
32 546 -454
566 155 474
882 382 158
179 616 336
84 797 -866
508 99 -621
656 345 -565
129 359 -631
241 571 -986
654 554 -9
946 686 -70
316 27 652
443 604 378
26 815 640
118 287 -743
461 904 50
454 938 244
221 82 -972
222 472 73
686 125 -690
706 30 -735
563 167 676
632 58 -138
640 750 952
274 347 431
400 380 666
224 189 -572
827 24 439
801 736 -897
282 147 376
936 589 -961
723 1 869
556 557 -95
613 764 60
629 586 -415
361 164 740
866 300 1000
185 339 579
809 364 55
700 454 -440
568 190 722
668 791 33
338 356 18
671 223 147
244 826 -952
143 185 -97
438 11 -974
814 739 -545
724 901 -27
573 239 -84
270 747 311
276 690 483
468 47 -763
961 295 973
18 501 -710
140 14 741
289 758 653
259 159 783
565 350 786
970 355 -892
435 639 -221
468 96 -618
318 645 409
505 890 54
272 319 906
582 566 -233
767 263 834
296 668 -109
944 898 -508
622 114 415
883 928 -697
553 11 -87
860 670 459
679 734 -724
374 7 474
904 310 -216
487 879 970
630 59 -830
853 597 -762
731 255 105
879 175 -270
320 153 -26
305 216 786
451 724 239
75 507 779
888 51 -446
149 222 -257
302 703 582
52 905 93
933 830 -384
229 249 -741
234 667 -172
112 515 865
8 214 -809
343 20 824
88 147 439
342 575 519
236 445 -543
440 899 218
960 637 -293
251 909 122
159 10 750
210 217 561
815 953 -91
173 702 -29
860 667 -128
965 655 570
811 347 598
295 816 503
667 943 -265
873 263 -877
685 812 117
679 149 -247
241 336 406
311 524 -39
962 354 24
968 108 381
45 599 -934
930 246 807
671 347 664
627 278 140
445 922 -549
533 223 315
888 260 -432
895 127 -826
320 324 -215
407 278 -945
859 266 -782
870 180 -333
478 419 956
45 612 459
871 685 377
742 874 418
544 655 903
765 564 -876
343 337 871
211 876 831
882 315 -91
189 297 -963
48 585 259
511 936 -102
798 697 414
392 373 -931
950 498 -176
373 315 504
332 594 -669
388 635 -757
667 903 -783
104 379 -7
312 767 -289
481 728 925
966 85 -882
619 968 -508
768 4 470
941 309 -146
60 714 -247
757 755 994
1 107 -62
439 339 -108
39 290 265
455 129 693
585 555 -782
811 936 -52
822 825 548
235 199 366
355 94 -827
302 843 -54
649 366 965
970 298 -661
618 492 364
58 881 -553
477 326 665
311 322 390
634 294 -508
372 50 917
274 632 -406
574 921 -572
376 384 922
704 221 -377
94 155 -62
447 790 65
220 780 934
349 844 341
115 396 -558
754 586 -974
478 750 -745
796 602 -650
503 687 251
439 157 327
362 597 304
765 742 -159
241 621 853
968 711 -81
45 939 982
364 875 -315
716 747 662
382 322 -503
245 802 217
825 721 -859
780 229 520
625 716 -612
239 725 242
25 949 -7
103 872 -623
508 661 678
98 219 -885
969 743 -736
210 372 731
624 25 398
614 316 54
783 551 -245
456 731 812
351 907 510
765 60 -880
690 663 657
299 732 794
408 871 -174
142 769 -919
456 354 295
733 920 667
961 591 198
790 95 646
81 520 -334
523 761 -122
307 202 235
206 719 852
177 845 -294
557 545 352
191 706 642
403 818 -903
88 462 42
100 101 357
369 626 914
182 738 -783
388 288 311
420 393 814
154 370 -643
331 732 888
790 89 -456
334 234 63
34 416 779
504 154 -828
43 668 464
166 155 -862
633 884 455
555 176 402
141 911 999
492 287 390
458 611 -67
923 850 653
75 335 987
145 382 33
375 576 624
880 603 -613
225 523 -619
878 969 498
572 219 -967
642 97 375
244 601 -357
813 932 527
453 796 -282
563 22 -585
101 183 -114
395 682 408
11 372 23
515 818 774
832 37 -585
865 91 -305
810 930 -228
748 686 -524
399 556 564
859 914 19
911 684 7
172 940 -494
610 780 926
690 715 502
163 504 630
564 109 -305
601 437 -373
750 56 -679
666 787 896
651 660 -461
220 648 629
634 4 -756
407 903 -819
259 367 -17
266 688 839
777 5 -446
547 327 411
641 473 -318
507 74 -573
186 444 -961
382 114 -853
500 322 444
501 730 588
199 391 574
809 286 -362
386 375 297
110 195 -664
921 443 -792
43 41 -405
268 72 -429
92 822 -658
414 783 612
554 378 -92
493 777 424
416 699 527
163 423 -521
681 485 578
219 157 624
281 314 822
365 224 -810
492 458 -386
538 831 -594
465 133 -784
483 151 897
406 562 780
812 42 834
320 407 -48
579 290 -585
222 603 -12
754 51 -971
413 919 -611
499 14 -323
775 140 -147
83 684 504
354 500 -750
491 627 -661
115 831 324
142 293 770
230 300 -490
700 7 816
894 717 751
681 612 265
932 363 -856
628 888 640
290 365 -752
219 701 602
670 236 -867
523 466 249
466 346 -151
678 796 708
616 127 179
953 451 500
839 67 689
906 687 219
821 742 566
71 219 -34
755 585 213
685 565 716
43 600 -278
79 545 -94
277 844 -270
311 496 -13
376 202 783
528 936 -133
518 960 -942
88 320 774
618 894 -974
451 814 722
175 793 440
641 361 27
943 169 954
400 206 317
5 751 -920
571 704 173
909 18 -632
43 808 491
125 52 -440
753 388 -137
859 548 940
747 867 558
720 442 -297
893 44 -285
376 758 -538
464 964 -719
655 512 197
394 332 289
199 289 500
98 590 -743
304 313 -480
906 259 -343
824 892 860
744 476 936
701 965 914
379 240 -272
882 292 614
811 112 -689
160 686 837
896 274 -202
323 247 -893
968 634 -702
526 421 -193
888 284 -36
871 469 57
364 591 771
819 151 963
562 544 -615
630 511 751
282 913 580
783 394 263
130 642 107
261 377 -830
373 372 51
25 598 128
530 75 726
120 852 525
898 734 -575
349 259 701
914 816 768
471 784 952
353 735 -778
765 910 -830
808 635 53
840 190 -989
304 855 43
619 809 387
504 839 -471
511 453 -631
566 362 66
82 221 -202
784 683 -359
167 951 48
744 758 169
860 331 -219
844 99 260
352 230 -145
818 897 -429
552 742 917
692 447 405
807 838 148
912 602 -370
340 832 -91
843 432 -633
142 336 -91
705 545 468
27 72 194
201 703 454
377 222 488
531 929 860
903 85 -847
287 394 150
810 546 -489
62 63 55
143 393 -958
692 635 -738
588 70 718
105 190 -560
145 785 166
382 651 446
901 942 -237
857 437 -244
710 339 -145
867 287 161
609 920 -989
860 970 -258
848 659 593
672 730 349
36 409 -208
918 66 646
561 332 537
13 52 -886
392 649 940
811 556 -577
387 554 -637
790 114 -279
286 457 -369
350 421 732
965 63 -488
471 278 705
947 905 786
359 898 871
418 895 3
535 750 -124
753 25 -652
807 307 641
611 800 -47
478 860 -138
449 72 -880
126 701 -697
184 399 386
745 312 -711
653 99 -838
967 127 -363
839 285 -273
864 758 227
727 887 -852
937 828 -350
114 183 665
254 327 890
627 212 892
733 748 52
786 913 53
732 546 356
781 534 456
449 506 295
395 485 -395
793 702 761
77 816 687
566 416 774
871 936 210
491 595 -423
682 72 -695
638 687 -393
891 66 237
799 773 331
967 957 28
699 343 -586
489 604 174
486 913 604
785 759 -501
698 608 426
9 342 970
336 629 -602
929 454 -593
256 64 769
889 95 283
487 409 -824
659 681 918
228 380 -42
695 858 -490
940 105 -801
368 184 9
899 435 342
239 755 763
722 572 772
269 171 954
237 950 219
41 654 381
884 947 -885
918 784 -206
532 641 -25
81 462 -278
461 330 -895
226 207 771
64 156 41
526 753 99
150 202 900
499 599 781
324 577 -245
89 262 -956
358 328 -730
850 419 -96
167 27 214
271 931 445
380 131 226
16 552 -174
527 669 117
473 30 -724
866 133 141
497 59 -703
856 619 420
198 243 311
736 353 -930
676 177 192
497 57 -540
230 820 -188
421 818 -668
746 263 -171
138 807 570
156 67 -525
736 436 857
771 893 658
931 411 -946
401 363 -70
175 442 -654
756 932 604
865 427 -187
621 559 987
619 691 402
372 426 251
420 446 690
233 265 880
299 868 316
268 817 -829
860 560 466
72 790 -359
145 457 -542
157 306 118
825 77 949
349 124 369
9 200 -900
390 857 192
424 270 132
893 650 -428
489 817 -33
967 649 -55
159 124 -64
734 127 -845
373 489 585
633 782 222
668 155 -385
554 718 -864
123 405 -185
915 675 -318
121 515 -215
710 23 148
607 127 -166
849 823 416
391 567 -981
420 490 -403
18 897 -871
126 703 505
658 910 -308
518 905 67
257 115 863
389 819 184
792 357 -46
544 671 82
342 137 953
870 798 714
658 44 639
901 934 -19
276 957 396
750 748 223
293 49 533
104 677 -918
714 698 570
491 596 758
443 84 -371
449 133 370
312 762 -189
971 150 -259
791 610 871
580 521 587
467 328 -410
46 90 -668
843 450 981
103 261 -351
61 615 -577
25 382 -938
26 879 413
218 260 2
443 508 526
259 454 520
158 185 -542
905 31 -949
451 912 -875
410 252 854
749 739 -873
767 32 648
926 11 11
841 35 933
625 591 43
527 394 -115
515 246 870
743 354 -246
66 168 191
240 337 88
196 123 -223
431 737 32
852 765 590
758 968 -603
275 955 194
109 543 447
863 715 568
1 587 -880
450 206 857
944 607 539
288 476 -473
615 273 -96
202 848 -21
489 592 347
805 500 453
813 760 -296
212 350 396
902 216 -436
320 424 -412
874 639 -735
551 196 342
534 811 -36
871 555 -685
377 640 -970
802 276 886
648 906 -513
85 285 -801
255 102 262
282 73 -685
937 968 682
971 441 952
346 968 353
632 219 -139
789 835 313
699 638 649
476 233 -78
768 255 -526
496 769 -238
746 104 453
940 664 -432
61 403 -547
188 149 268
500 669 -340
405 188 -719
767 195 -59
631 38 -467
214 264 63
695 334 -658
237 891 857
955 948 625
371 185 561
427 694 508
267 604 272
778 99 135
964 702 200
503 191 402
597 884 399
72 140 230
720 201 -343
554 571 -548
416 121 935
92 465 -631
792 288 307
425 196 231
768 296 187
559 551 -685
768 875 651
206 793 717
362 346 677
811 480 -195
546 377 -598
893 250 -267
61 863 855
705 425 590
377 670 -84
189 865 729
639 869 -307
571 151 -157
253 957 224
534 489 -76
359 580 988
403 607 774
956 377 454
210 875 515
345 562 -477
542 737 277
478 753 -324
53 363 798
546 25 698
396 221 803
83 430 -367
686 6 -427
586 287 741
954 412 349
61 840 -285
351 672 198
193 705 534
292 804 417
582 859 -653
267 614 -908
90 58 48
882 728 21
719 44 -945
79 42 -382
218 275 -740
117 805 -258
946 302 -126
639 691 382
461 663 199
719 291 -334
923 63 -80
756 579 21
719 249 -815
150 480 872
192 941 779
387 274 -938
99 668 -729
576 592 720
650 186 -75
1 451 -749
499 846 447
930 168 58
175 708 941
934 255 448
48 639 -90
654 884 -62
544 37 944
532 737 -594
116 933 -255
642 691 -476
925 594 -113
264 137 574
356 363 -452
273 965 -774
432 758 -941
845 170 -705
273 566 -817
410 178 -229
90 519 -715
934 315 -192
181 654 934
623 776 368
555 849 -76
154 741 625
248 965 -728
493 80 -813
522 752 423
541 504 296
863 426 363
745 393 506
933 880 316
263 899 -584
45 790 522
414 865 -475
336 362 -709
279 378 590
477 147 -257
197 868 335
571 961 299
957 631 -318
40 366 -719
185 947 396
425 390 -251
186 819 -967
293 90 -696
489 789 -720
168 268 238
331 168 770
93 235 67
278 876 466
578 244 -905
343 574 311
887 719 445
709 11 1000
884 890 -740
612 967 -135
747 487 -28
68 217 -836
938 275 -539
678 475 -610
359 735 699
435 136 160
700 51 -959
594 735 662
134 741 -502
12 366 -139
346 244 376
852 606 505
740 195 -95
249 98 316
185 432 -373
36 759 680
816 222 -220
672 145 951
275 943 593
45 820 -83
441 220 -64
305 726 808
126 539 754
623 958 -539
698 564 583
563 451 -116
22 524 -226
253 211 -805
693 335 -752
509 95 -479
918 748 249
474 250 -568
454 921 968
330 700 198
826 513 507
7 304 -655
218 626 -47
548 736 544
368 574 -766
640 139 855
385 738 -92
611 703 -644
172 738 -217
88 268 858
397 658 4
962 829 -816
647 772 -932
411 765 -607
276 290 103
863 32 101
846 201 -433
928 941 -73
209 73 272
176 958 765
225 629 507
501 621 -222
706 400 863
817 141 780
605 266 276
967 374 -375
117 159 873
830 487 875
700 798 -132
580 51 2
298 935 235
873 965
243 75 -23
581 252 -700
61 683 518
754 171 -184
829 698 263
95 496 -228
368 675 -743
208 710 -677
286 186 -38
93 668 -570
1 273 -389
186 520 -332
263 353 683
295 111 598
35 800 142
786 26 -913
360 282 581
621 696 697
819 343 -648
331 371 -787
42 282 80
34 362 -134
166 722 -940
326 196 -439
791 518 807
198 30 -63
328 714 841
535 727 -226
191 276 478
456 214 -400
77 4 -42
7 138 -52
757 428 725
662 752 -940
528 515 -834
42 70 -739
325 658 307
495 723 -69
654 856 -228
531 213 601
805 114 709
866 35 180
191 297 404
273 522 388
648 537 757
603 727 94
179 722 721
44 562 -393
271 608 277
790 83 -240
236 247 -779
164 490 285
203 779 -570
435 799 115
704 873 613
200 586 -155
726 457 -943
413 119 -643
822 208 911
814 504 310
126 339 998
220 105 -432
339 668 -632
349 275 406
376 735 -804
54 602 886
134 657 63
33 528 -874
50 181 336
46 38 -118
550 407 960
449 696 315
555 679 -511
153 768 456
737 656 -709
160 689 887
490 336 -847
498 270 397
192 313 -290
103 202 -802
265 765 -270
294 631 769
660 86 -672
408 785 43
684 55 -360
430 757 -449
72 374 69
861 268 12
370 722 -671
291 79 453
756 1 514
231 383 853
40 49 -117
689 218 697
861 341 -919
608 241 -289
141 196 -497
436 54 445
335 267 206
796 615 -492
192 465 -560
528 134 523
424 872 -326
512 725 -747
103 122 -856
435 153 -85
177 134 -209
210 177 -284
815 582 -166
40 585 299
202 866 167
458 149 914
61 460 -379
847 216 -638
866 859 -776
729 506 41
373 752 809
40 95 902
861 133 -851
259 244 -37
708 483 650
110 518 752
548 22 281
382 840 754
271 863 -855
853 811 556
294 10 995
400 142 -426
350 719 -953
315 809 809
245 413 84
345 62 937
666 867 983
62 639 838
54 498 -689
498 746 28
575 527 639
776 609 -878
212 681 793
813 202 727
218 620 -141
842 607 473
779 510 -935
623 575 623
377 308 -595
856 260 202
279 29 -752
218 609 -697
625 359 547
526 550 325
85 270 202
775 12 -832
495 665 924
458 585 -942
82 745 -457
701 703 -331
328 126 -877
540 481 -348
462 550 444
774 24 215
634 560 984
226 218 -376
802 303 594
808 338 872
851 1 -184
280 818 -930
557 297 -903
765 617 -904
268 819 -251
160 537 137
14 449 -654
540 350 726
561 616 646
711 857 -32
40 671 230
789 308 941
712 489 270
694 13 765
542 637 860
232 616 574
283 662 417
390 11 483
806 81 -617
719 714 -219
321 110 -93
195 464 -258
228 513 -895
639 102 451
834 182 351
336 786 142
491 595 4
244 505 871
330 741 731
319 394 393
112 518 691
520 857 676
767 373 835
457 828 452
577 376 -973
251 101 147
226 90 -562
393 738 -101
130 466 953
615 589 -577
70 685 657
215 791 557
396 47 -541
103 691 -553
125 841 -332
147 537 897
827 606 -581
625 586 -12
861 635 625
623 117 -753
241 190 -886
345 836 698
429 739 -984
404 215 408
359 530 -728
53 142 -772
283 489 -611
713 344 250
487 658 -215
178 784 -717
96 520 92
480 295 -161
749 153 -979
812 195 -397
811 80 -685
233 122 424
353 625 677
735 428 -303
96 215 -385
189 711 232
423 209 -417
313 256 -791
711 627 -91
624 200 208
475 611 351
226 380 636
864 129 -102
733 421 544
590 577 -94
453 119 -472
732 749 -502
524 81 973
37 387 -292
399 754 688
548 788 402
146 596 622
417 459 -548
266 105 -124
573 751 -447
462 559 -877
464 411 52
323 191 -700
691 292 -851
199 108 698
789 179 434
187 159 -2
316 768 -256
298 628 120
477 865 83
2 547 88
754 350 -141
708 502 -894
305 679 129
131 128 -287
167 622 378
26 443 -477
821 727 -135
540 798 -324
747 277 336
801 777 883
812 766 744
118 466 -105
702 194 -703
481 824 947
671 68 776
429 679 938
249 775 161
274 329 -804
354 39 -1000
712 655 -612
850 564 -516
865 128 457
164 281 594
276 201 356
558 131 -124
741 478 -333
290 90 346
528 555 -782
621 591 964
282 650 -123
392 568 -901
603 817 497
610 586 -861
506 313 469
30 587 522
597 614 -224
182 164 -743
129 714 -180
146 433 -940
693 511 -167
643 644 -260
681 690 -618
855 368 984
73 76 837
125 552 -972
443 343 -140
697 172 921
771 437 560
121 808 -928
859 864 -528
158 273 118
747 636 -579
393 532 -725
275 755 -892
410 717 -85
643 740 -731
818 173 573
128 168 -960
503 376 486
140 671 738
348 172 648
173 815 810
679 848 32
325 472 733
729 459 -545
102 198 628
779 254 -805
619 291 850
770 785 -117
403 547 173
72 161 -901
105 658 -334
84 30 507
39 210 -818
212 374 -613
780 626 -756
715 521 -809
244 800 972
768 102 203
157 355 -714
440 831 -22
407 798 281
627 123 734
576 729 549
267 182 783
816 559 -185
464 300 731
410 778 861
702 774 510
678 855 -603
639 683 823
636 745 162
143 445 -9
756 818 1
154 851 534
617 792 29
795 460 -486
596 164 -672
204 612 454
813 303 -240
160 641 741
479 796 -984
227 543 695
419 467 -508
719 356 -319
280 514 -199
149 196 401
406 162 282
553 189 -391
301 664 -668
659 714 -33
632 383 114
671 91 908
412 531 -892
9 58 -871
643 799 -347
534 289 444
262 299 930
268 406 704
808 206 -680
344 109 37
772 207 -414
380 740 214
600 575 -185
701 340 221
847 219 -591
791 856 -187
281 466 -49
62 805 -386
311 324 -436
525 85 -299
404 95 -165
491 583 -443
724 714 -986
840 530 -629
275 343 658
747 348 186
110 56 -820
242 147 290
405 133 -257
426 780 -250
600 708 -939
104 668 944
698 673 852
372 437 -263
21 345 618
15 521 901
82 818 686
208 46 905
192 613 138
823 481 996
721 756 -888
368 215 -81
91 566 739
786 519 296
439 795 -223
383 416 513
368 139 190
785 804 -963
563 663 -753
192 841 -78
683 126 -391
823 624 692
400 10 -331
175 601 405
321 206 560
739 726 781
675 509 -661
171 370 -717
473 262 -492
269 639 746
770 398 691
101 346 141
814 295 734
295 76 225
196 272 -292
156 533 -267
761 659 788
732 246 970
27 866 43
370 772 516
435 253 -880
143 299 415
166 403 722
325 164 -251
392 198 -860
475 189 -343
758 503 610
813 288 737
868 377 -486
342 402 -237
374 781 -899
23 341 -514
336 87 768
681 334 630
789 319 944
269 159 816
371 217 -683
319 176 -125
710 394 17
484 127 -245
582 715 -694
277 364 -549
404 724 -720
726 393 655
386 651 -864
104 573 940
19 3 -530
132 408 -882
407 693 -213
836 421 392
404 688 -109
389 107 783
458 102 84
72 260 969
438 637 -651
71 508 -230
104 526 -564
251 548 -732
584 868 -648
106 571 698
124 405 -324
700 261 83
103 470 -168
359 43 597
26 191 391
421 775 -893
735 821 -198
588 369 -720
855 424 75
361 10 522
18 853 666
344 772 854
289 864 105
143 149 245
259 829 -230
559 602 339
355 461 384
223 845 -9
301 544 -101
671 609 847
625 606 887
266 75 -458
281 260 702
149 628 -175
292 79 -601
509 184 386
152 685 -345
845 290 -667
369 157 219
148 436 155
714 841 295
468 29 -855
320 426 -850
196 657 502
366 663 -227
153 208 -803
767 768 -811
490 292 -951
373 474 723
736 397 -103
197 618 542
141 594 -587
65 382 755
398 846 789
241 194 956
248 138 997
351 46 -900
205 147 -445
191 386 -631
737 656 862
790 816 407
827 677 -690
734 124 -441
756 444 56
407 738 602
559 370 -62
109 581 -966
344 785 -854
807 401 340
451 790 -304
647 29 279
2 385 743
750 629 118
812 452 352
706 377 325
676 250 71
774 92 -477
715 676 869
592 386 -171
521 263 717
311 475 202
599 589 -494
706 164 822
245 610 694
338 781 -690
222 400 -334
427 707 854
554 683 -742
855 180 773
424 708 -217
575 616 229
410 349 -72
210 223 -646
122 587 -618
768 342 396
320 224 239
605 29 154
47 833 789
854 773 263
806 818 -734
378 440 654
174 746 247
429 12 459
310 180 -354
250 861 -810
712 336 978
760 696 -794
339 273 500
828 785 842
85 19 312
819 716 -135
37 157 -165
186 439 89
38 80 969
570 672 -704
225 490 714
301 627 -595
442 129 542
655 40 -236
430 216 -480
36 48 119
597 345 -988
232 867 578
629 590 349
851 213 592
839 705 193
582 314 -873
205 223 -343
587 440 837
799 25 258
241 50 -448
588 699 -381
786 232 467
163 46 -850
165 431 -138
264 341 -396
230 359 738
540 608 -857
850 378 -224
388 111 290
639 764 -163
419 790 372
451 147 -223
227 446 633
20 715 612
139 221 -318
468 64 379
331 736 830
386 778 887
336 448 -516
192 341 -283
500 106 920
791 725 -357
496 187 932
693 754 -699
26 719 -930
283 299 -710
505 829 847
688 18 288
72 369 -95
66 165 -116
703 544 575
639 514 -364
355 99 -600
630 786 -172
141 775 -600
672 682 -327
571 436 -207
608 722 194
348 430 979
77 825 -650
662 228 -468
114 8 -339
64 818 630
403 769 -359
34 728 -880
62 592 -107
674 237 -655
385 351 713
221 37 855
723 729 -702
753 314 -692
758 136 418
807 72 -187
419 174 597
432 334 771
258 377 315
445 479 -460
671 577 -782
324 704 -341
680 509 -157
740 805 -979
27 57 -732
21 125 382
153 308 -613
525 643 942
773 237 757
42 612 139
582 141 -866
726 323 -845
345 863 -179
636 629 821
745 696 -50
324 108 908
324 91 -416
112 470 -569
28 195 438
208 20 -892
545 426 -995
208 772 -913
638 197 -820
84 396 928
335 195 187
268 535 -858
659 713 182
107 170 474
53 440 97
598 215 903
787 428 -475
859 533 -952
606 71 -628
691 404 -933
192 148 118
795 206 -261
394 199 516
57 470 799
291 112 -158
1 463 506
544 627 124
110 841 -620
792 731 -929
228 554 -331
754 329 -275
688 567 476
270 801 875
614 309 -50
267 805 -876
323 115 -547
310 284 -961
528 426 16
526 832 -103
400 502 -338
868 12 330
589 453 781
461 188 649
124 764 -83
797 200 758
365 861 902
756 832 637
404 635 162
634 435 -132
574 854 597
860 639 201
509 74 -554
50 709 877
274 564 -244
83 758 992
181 652 658
412 301 -858
163 449 -197
431 840 -633
609 357 527
717 515 331
667 449 736
91 492 785
350 337 -543
450 170 -423
95 473 989
439 463 185
405 117 -463
32 654 882
768 552 -285
312 8 454
113 555 983
693 597 549
735 253 -756
448 464 -883
37 51 317
85 134 -742
543 198 -989
328 696 -829
447 740 -369
614 179 -379
319 16 608
206 668 198
248 27 968
119 559 -636
312 700 71
478 364 -315
726 158 813
82 739 905
681 360 -554
632 741 551
191 866 808
361 396 -280
13 773 -318
563 796 519
178 544 472
789 539 -526
852 804 862
822 239 796
175 456 -701
269 847 -686
601 540 -356
150 354 368
423 188 -34
162 229 219
781 578 710
123 522 -730
682 355 264
662 401 191
54 442 293
802 328 605
511 100 -865
109 201 -120
615 416 -650
814 474 327
109 219 -28
36 670 12
328 43 -224
49 555 743
403 363 497
321 731 954
404 354 -724
318 158 -53
579 380 585
58 494 -865
469 448 -731
403 482 223
761 217 -521
523 501 125
692 557 869
357 230 252
830 346 16
709 421 95
822 70 600
414 641 -80
492 553 365
77 839 -176
3 94 621
775 705 426
441 670 327
459 439 -165
341 148 991
352 860 -521
103 219 -85
625 222 -786
73 317 981
44 273 -669
679 601 193
806 29 -516
574 725 430
713 69 -963
17 251 461
827 300 -934
529 702 115
541 509 20
397 17 -847
726 247 -202
779 206 -464
592 741 -639
11 786 -781
862 681 746
232 137 615
761 707 -439
590 397 291
554 468 371
573 252 530
712 674 -568
395 449 731
543 700 -30
300 101 -263
612 799 466
341 400 604
474 709 86
706 712 -274
336 652 202
260 676 -9
630 562 -979
324 200 -630
376 1 72
627 781 550
585 805 -114
261 367 933
565 305 -900
19 261 -157
489 864 -731
676 285 -602
671 704 -568
750 254 -184
393 235 -637
538 242 -637
712 131 -843
214 521 284
43 332 161
841 445 227
522 491 -748
284 770 -229
242 273 150
618 388 874
168 14 751
792 116 986
91 526 518
742 71 787
89 819 -891
619 5 -838
318 731 -624
531 192 -753
760 529 109
798 607 811
465 179 -231
249 585 581
406 635 -136
773 740 -390
243 865 -453
724 433 -44
75 846 22
645 799 624
701 551 -165
384 692 378
453 746 -732
662 310 836
260 513 703
425 68 564
679 843 -928
40 776 -940
61 861 331
741 301 -419
99 18 -647
808 218 -736
533 644 -83
355 381 695
742 713 417
145 274 642
755 619 -440
426 490 -861
254 338 -816
364 818 857
57 698 -45
837 403 -237
498 665 81
799 709 826
181 601 -527
309 165 -62
795 30 684
274 76 -530
436 128 -594
177 598 40
404 134 570
319 584 -434
543 774 187
497 530 48
98 794 -768
483 123 432
450 378 -556
60 811 -397
807 608 560
656 59 340
219 41 -371
143 626 54
852 752 -292
457 490 715
112 867 528
814 580 324
142 356 490
371 665 654
682 251 604
46 64 998
816 451 -476
59 614 -550
309 805 77
424 417 -141
437 716 112
654 420 692
513 90 -187
165 143 -340
622 309 617
381 501 932
593 13 944
381 660 -969
162 580 -216
335 479 575
433 238 909
358 454 -923
107 262 -956
